traveler_id,category,category_affinity
U0015,neighborhood,0.3313253011848599
U0015,shopping,0.09036144577768906
U0016,activity,0.018867924526521897
U0016,entertainment,0.018867924526521897
U0016,food,0.14150943394891422
U0016,historical,0.2358490565815237
U0016,museum,0.528301886742613
U0016,nature,-0.018867924526521897
U0016,neighborhood,-0.009433962263260948
U0016,shopping,0.02830188678978284
U0017,activity,0.19905213269198804
U0017,entertainment,0.09478672985332764
U0017,food,0.05687203791199658
U0017,historical,0.23222748814065272
U0017,museum,0.1895734597066553
U0017,nature,0.08056872037532849
U0017,neighborhood,0.037914691941331055
U0017,shopping,0.10900473933132679
U0018,activity,0.1843137254829681
U0018,entertainment,0.345098039202153
U0018,food,0.0627450980367551
U0018,historical,0.1725490196010765
U0018,museum,0.1764705882283737
U0018,nature,0.02352941176378316
U0018,neighborhood,0.027450980391080352
U0018,shopping,0.007843137254594387
U0019,activity,0.24827586205184304
U0019,entertainment,0.048275862065636145
U0019,food,0.013793103447324612
U0019,historical,0.18620689653888228
U0019,museum,0.2068965517098692
U0019,nature,0.1034482758549346
U0019,neighborhood,0.08965517240760998
U0019,shopping,0.1034482758549346
U0020,activity,0.1848739495720641
U0020,entertainment,0.1638655462116023
U0020,food,0.14705882352323282
U0020,historical,0.11764705881858625
U0020,museum,0.2100840336046183
U0020,nature,0.10084033613021678
U0020,neighborhood,0.03361344537673893
U0020,shopping,0.042016806720923665
U0021,activity,0.21559633026533961
U0021,entertainment,0.24770642200698592
U0021,food,0.07798165137256964
U0021,historical,0.13302752292967762
U0021,museum,0.13761467889276996
U0021,nature,0.11009174311421598
U0021,neighborhood,0.03211009174164633
U0021,shopping,0.04587155963092332
U0022,activity,0.07670454545236635
U0022,entertainment,0.1363636363597624
U0022,food,0.12784090908727724
U0022,historical,0.13920454545059077
U0022,museum,0.26136363635621124
U0022,nature,0.0511363636349109
U0022,neighborhood,0.11647727272396372
U0022,shopping,0.09090909090650827
U0023,activity,0.015503875968391322
U0023,entertainment,-0.019379844960489154
U0023,food,0.1666666666602067
U0023,historical,0.08527131782615227
U0023,museum,0.1666666666602067
U0023,nature,0.20930232557328285
U0023,neighborhood,0.20930232557328285
U0023,shopping,0.1279069767392284
U0024,activity,0.05701754385714835
U0024,entertainment,0.1491228070110034
U0024,food,0.2017543859560634
U0024,historical,0.1491228070110034
U0024,museum,0.1403508771868267
U0024,nature,0.14473684209891505
U0024,neighborhood,0.043859649120883346
U0024,shopping,0.1140350877142967
U0025,activity,0.0335195530707531
U0025,entertainment,0.0223463687138354
U0025,food,0.21229050278143627
U0025,historical,0.12290502792609469
U0025,museum,0.21229050278143627
U0025,nature,0.10614525139071813
U0025,neighborhood,0.1340782122830124
U0025,shopping,0.15642458099684778
U0026,activity,0.03960396039211842
U0026,entertainment,0.049504950490148025
U0026,food,0.0
U0026,historical,-0.009900990098029605
U0026,museum,0.029702970294088818
U0026,nature,0.6336633662738947
U0026,neighborhood,0.06930693068620723
U0026,shopping,0.1683168316665033
U0027,activity,0.2666666666469136
U0027,entertainment,0.17777777776460904
U0027,food,0.04444444444115226
U0027,historical,0.01481481481371742
U0027,museum,0.01481481481371742
U0027,nature,0.45185185181838133
U0027,neighborhood,-0.02222222222057613
U0027,shopping,-0.00740740740685871
U0028,activity,0.035928143710423466
U0028,entertainment,0.011976047903474488
U0028,food,0.017964071855211733
U0028,historical,0.0958083832277959
U0028,museum,0.05988023951737244
U0028,nature,0.4790419161389795
U0028,neighborhood,0.005988023951737244
U0028,shopping,0.2934131736351249
U0029,activity,0.08527131782284718
U0029,entertainment,0.21705426354906554
U0029,food,0.04651162790337119
U0029,historical,0.07751937983895198
U0029,museum,0.06976744185505679
U0029,nature,0.3410852712913887
U0029,neighborhood,0.10077519379063758
U0029,shopping,0.06201550387116159
U0030,activity,0.14018691588129967
U0030,entertainment,0.20093457942986287
U0030,food,0.11214953270503973
U0030,historical,0.11214953270503973
U0030,museum,0.1915887850377762
U0030,nature,0.04672897196043323
U0030,neighborhood,0.06074766354856319
U0030,shopping,0.13551401868525634
U0031,activity,0.11494252872902629
U0031,entertainment,0.29885057469546833
U0031,food,0.10344827585612366
U0031,historical,0.16666666665708813
U0031,museum,0.14367816091128285
U0031,nature,0.034482758618707886
U0031,neighborhood,0.05172413792806183
U0031,shopping,0.08620689654676972
U0032,activity,0.1774193548244017
U0032,entertainment,0.19354838708116545
U0032,food,0.008064516128381894
U0032,historical,0.3225806451352758
U0032,museum,0.20967741933792924
U0032,nature,0.040322580641909474
U0032,neighborhood,0.0
U0032,shopping,0.04838709677029136
U0033,activity,0.0
U0033,entertainment,-0.030769230766863904
U0033,food,-0.02307692307514793
U0033,historical,0.30769230766863903
U0033,museum,0.5384615384201183
U0033,nature,0.07692307691715976
U0033,neighborhood,0.015384615383431952
U0033,shopping,-0.007692307691715976
U0034,activity,0.07065217390920368
U0034,entertainment,0.07608695651760397
U0034,food,0.21195652172761104
U0034,historical,0.2989130434620156
U0034,museum,0.1630434782520085
U0034,nature,0.027173913042001417
U0034,neighborhood,0.054347826084002834
U0034,shopping,0.0978260869512051
U0035,activity,0.0
U0035,entertainment,0.03271028037230326
U0035,food,0.289719626154686
U0035,historical,0.2102803738219495
U0035,museum,0.3598130840953358
U0035,nature,0.04672897196043323
U0035,neighborhood,0.03738317756834658
U0035,shopping,0.023364485980216614
U0036,activity,0.19827586206041914
U0036,entertainment,0.16810344826861623
U0036,food,0.09482758620280915
U0036,historical,0.2112068965426204
U0036,museum,0.1594827586138154
U0036,nature,0.09913793103020957
U0036,neighborhood,0.012931034482201249
U0036,shopping,0.05603448275620541
U0037,activity,0.11363636363205923
U0037,entertainment,0.1515151515094123
U0037,food,0.09090909090564737
U0037,historical,0.2613636363537362
U0037,museum,0.1590909090848829
U0037,nature,0.01515151515094123
U0037,neighborhood,0.07196969696697084
U0037,shopping,0.13636363635847107
U0038,activity,0.23148148147076475
U0038,entertainment,0.032407407405907064
U0038,food,0.09259259258830589
U0038,historical,0.06944444444122942
U0038,museum,0.10185185184713648
U0038,nature,0.05092592592356824
U0038,neighborhood,0.21759259258251884
U0038,shopping,0.20370370369427296
U0039,activity,0.1897435897338593
U0039,entertainment,0.4205128204912557
U0039,food,0.17948717947797502
U0039,historical,0.020512820511768573
U0039,museum,0.010256410255884287
U0039,nature,0.09230769230295857
U0039,neighborhood,0.06666666666324786
U0039,shopping,0.020512820511768573
U0040,activity,0.06896551723900118
U0040,entertainment,0.1517241379258026
U0040,food,0.11379310344435196
U0040,historical,0.10689655172045184
U0040,museum,0.09655172413460167
U0040,nature,0.11724137930630202
U0040,neighborhood,0.13448275861605233
U0040,shopping,0.21034482757895362
U0041,activity,0.06422018348034678
U0041,entertainment,0.09174311925763826
U0041,food,0.04587155962881913
U0041,historical,0.15596330273798503
U0041,museum,0.19266055044104033
U0041,nature,0.4311926605108998
U0041,neighborhood,-0.018348623851527652
U0041,shopping,0.0
U0042,activity,0.18749999999162945
U0042,entertainment,0.0580357142831234
U0042,food,0.03571428571269133
U0042,historical,0.13392857142259246
U0042,museum,0.18749999999162945
U0042,nature,0.1428571428507653
U0042,neighborhood,0.07142857142538266
U0042,shopping,0.18303571427754303
U0043,activity,0.1861471861391278
U0043,entertainment,0.1861471861391278
U0043,food,0.05194805194580311
U0043,historical,0.1861471861391278
U0043,museum,0.30735930734600175
U0043,nature,0.03030303030171848
U0043,neighborhood,0.02164502164408463
U0043,shopping,0.03030303030171848
U0044,activity,0.16099071206931917
U0044,entertainment,0.06811145510625041
U0044,food,0.09287925696306876
U0044,historical,0.024767801856818334
U0044,museum,0.055727554177841254
U0044,nature,0.27554179565710396
U0044,neighborhood,0.11764705881988709
U0044,shopping,0.20433436531875127
U0045,activity,0.04999999999807692
U0045,entertainment,0.030769230768047336
U0045,food,0.16538461537825444
U0045,historical,0.04230769230606509
U0045,museum,0.0692307692281065
U0045,nature,0.2923076922964497
U0045,neighborhood,0.16923076922426036
U0045,shopping,0.1807692307622781
U0046,activity,0.14832535884457773
U0046,entertainment,0.04784688994986378
U0046,food,0.09090909090474118
U0046,historical,0.11961722487465946
U0046,museum,0.2200956937693734
U0046,nature,0.02870813396991827
U0046,neighborhood,0.1578947368345505
U0046,shopping,0.18660287080446875
U0047,activity,0.15277777777070473
U0047,entertainment,0.24999999998842592
U0047,food,0.12962962962362826
U0047,historical,0.11111111110596708
U0047,museum,0.2546296296178412
U0047,nature,0.06944444444122942
U0047,neighborhood,0.00925925925883059
U0047,shopping,0.023148148147076473
U0048,activity,0.17886178861061536
U0048,entertainment,0.2073170731623042
U0048,food,0.040650406502412584
U0048,historical,0.06910569105410139
U0048,museum,0.06910569105410139
U0048,nature,0.2926829268173706
U0048,neighborhood,0.032520325201930066
U0048,shopping,0.10975609755651397
U0049,activity,0.21754385964148967
U0049,entertainment,0.196491228063281
U0049,food,0.08421052631283471
U0049,historical,0.14035087718805786
U0049,museum,0.2736842105167128
U0049,nature,0.02807017543761157
U0049,neighborhood,0.04912280701582025
U0049,shopping,0.010526315789104339
U0050,activity,0.0434782608668647
U0050,entertainment,0.031055900619189072
U0050,food,0.1739130434674588
U0050,historical,0.09937888198140503
U0050,museum,0.07453416148605377
U0050,nature,0.41614906829713355
U0050,neighborhood,0.09316770185756722
U0050,shopping,0.06832298136221596
U0051,activity,0.00925925925883059
U0051,entertainment,0.05555555555298354
U0051,food,0.12962962962362826
U0051,historical,0.1620370370295353
U0051,museum,0.32870370368848595
U0051,nature,0.23148148147076475
U0051,neighborhood,0.05555555555298354
U0051,shopping,0.02777777777649177
U0052,activity,0.0955882352870891
U0052,entertainment,0.05147058823150951
U0052,food,0.11029411763894896
U0052,historical,0.23529411762975777
U0052,museum,0.316176470564987
U0052,nature,0.0955882352870891
U0052,neighborhood,0.06617647058336937
U0052,shopping,0.02941176470371972
U0053,activity,0.11224489794773011
U0053,entertainment,0.061224489789670974
U0053,food,-0.010204081631611829
U0053,historical,0.25510204079029575
U0053,museum,0.3979591836328613
U0053,nature,0.040816326526447316
U0053,neighborhood,-0.010204081631611829
U0053,shopping,0.11224489794773011
U0054,activity,0.35156249997253414
U0054,entertainment,0.26562499997924804
U0054,food,-0.031249999997558592
U0054,historical,0.04687499999633789
U0054,museum,0.015624999998779296
U0054,nature,0.11718749999084473
U0054,neighborhood,0.0
U0054,shopping,0.17187499998657227
U0055,activity,0.08609271522608657
U0055,entertainment,0.11258278144949782
U0055,food,0.03973509933511688
U0055,historical,0.21854304634314284
U0055,museum,0.033112582779264065
U0055,nature,0.01986754966755844
U0055,neighborhood,0.11258278144949782
U0055,shopping,0.37748344368361036
U0056,activity,0.2903225806264308
U0056,entertainment,0.0709677419309053
U0056,food,0.12903225805619145
U0056,historical,0.025806451611238294
U0056,museum,-0.05161290322247659
U0056,nature,0.05806451612528616
U0056,neighborhood,0.03225806451404786
U0056,shopping,0.3419354838489074
U0057,activity,0.06737588652243348
U0057,entertainment,0.13829787233552135
U0057,food,0.04964539006916151
U0057,historical,0.29078014183366024
U0057,museum,0.08865248226635984
U0057,nature,0.2695035460897339
U0057,neighborhood,0.04964539006916151
U0057,shopping,0.046099290778507114
U0058,activity,0.10902255638687884
U0058,entertainment,0.23684210525425406
U0058,food,0.19924812029326133
U0058,historical,0.022556390976595623
U0058,museum,0.05639097744148906
U0058,nature,0.09022556390638249
U0058,neighborhood,0.13157894736347447
U0058,shopping,0.1541353383400701
U0059,activity,0.1323529411699827
U0059,entertainment,0.10784313724961553
U0059,food,0.2254901960673779
U0059,historical,0.053921568624807764
U0059,museum,0.2352941176355248
U0059,nature,0.2352941176355248
U0059,neighborhood,-0.004901960784073433
U0059,shopping,0.004901960784073433
U0060,activity,0.16460905349116833
U0060,entertainment,0.3333333333196159
U0060,food,0.18518518517756438
U0060,historical,0.02880658436095446
U0060,museum,0.05349794238462971
U0060,nature,0.03292181069823367
U0060,neighborhood,0.0946502057574218
U0060,shopping,0.10699588476925942
U0061,activity,0.13716814158988566
U0061,entertainment,0.19469026548241836
U0061,food,0.11946902654602945
U0061,historical,0.08407079645831701
U0061,museum,0.17920353981904416
U0061,nature,0.09734513274120918
U0061,neighborhood,0.081858407077835
U0061,shopping,0.10619469026313728
U0062,activity,0.09865470851575539
U0062,entertainment,0.21524663676164812
U0062,food,-0.008968609865068672
U0062,historical,0.1883408071664421
U0062,museum,0.30941704034486917
U0062,nature,0.15695067263870177
U0062,neighborhood,0.0
U0062,shopping,-0.02242152466267168
U0063,activity,0.06179775280551698
U0063,entertainment,0.07303370786106551
U0063,food,0.2528089887498422
U0063,historical,0.08426966291661406
U0063,museum,0.16853932583322812
U0063,nature,0.27528089886093926
U0063,neighborhood,0.016853932583322812
U0063,shopping,0.06741573033329125
U0064,activity,0.11815561959313672
U0064,entertainment,0.09798270893089386
U0064,food,0.15561959653730204
U0064,historical,0.10086455331121427
U0064,museum,0.1873198847208265
U0064,nature,0.06628242074736938
U0064,neighborhood,0.08357348702929183
U0064,shopping,0.1902017291011469
U0065,activity,0.14285714285162712
U0065,entertainment,0.23552123551214202
U0065,food,0.05019305019111223
U0065,historical,0.25482625481641596
U0065,museum,0.2741312741206899
U0065,nature,0.019305019304273936
U0065,neighborhood,0.007722007721709574
U0065,shopping,0.015444015443419149
U0066,activity,0.013513513512904796
U0066,entertainment,0.09009009008603197
U0066,food,0.054054054051619185
U0066,historical,0.3648648648484295
U0066,museum,0.21171171170217515
U0066,nature,0.17117117116346076
U0066,neighborhood,0.027027027025809593
U0066,shopping,0.06756756756452398
U0067,activity,0.21287128711817468
U0067,entertainment,0.21287128711817468
U0067,food,0.09405940593593765
U0067,historical,0.0
U0067,museum,0.029702970295559256
U0067,nature,0.17821782177335554
U0067,neighborhood,0.08910891088667777
U0067,shopping,0.18316831682261542
U0068,activity,0.04265402843399744
U0068,entertainment,0.02843601895599829
U0068,food,0.25118483411131826
U0068,historical,0.2369668246333191
U0068,museum,0.29857819903798205
U0068,nature,0.037914691941331055
U0068,neighborhood,0.07109004738999573
U0068,shopping,0.03317535544866467
U0069,activity,0.0783410138212746
U0069,entertainment,0.055299539167958545
U0069,food,-0.018433179722652848
U0069,historical,0.13824884791989636
U0069,museum,0.26728110597846627
U0069,nature,0.3225806451464248
U0069,neighborhood,0.05990783409862176
U0069,shopping,0.05990783409862176
U0070,activity,0.12230215826458257
U0070,entertainment,0.01438848920759795
U0070,food,0.16546762588737643
U0070,historical,0.16546762588737643
U0070,museum,0.1726618704911754
U0070,nature,0.2517985611329641
U0070,neighborhood,0.007194244603798975
U0070,shopping,0.10071942445318564
U0071,activity,0.022556390976595623
U0071,entertainment,0.1278195488673752
U0071,food,0.0639097744336876
U0071,historical,0.2669172932230482
U0071,museum,0.19548872179716206
U0071,nature,0.018796992480496353
U0071,neighborhood,0.14661654134787155
U0071,shopping,0.15789473683616936
U0072,activity,0.11567164178672866
U0072,entertainment,0.13432835820394295
U0072,food,0.25746268655755733
U0072,historical,0.044776119401314325
U0072,museum,0.0186567164172143
U0072,nature,0.19402985073902873
U0072,neighborhood,0.05970149253508576
U0072,shopping,0.17537313432181442
U0073,activity,0.056224899596135545
U0073,entertainment,0.04819277108240189
U0073,food,0.18072289155900711
U0073,historical,0.06024096385300237
U0073,museum,0.1325301204766052
U0073,nature,0.09638554216480379
U0073,neighborhood,0.28112449798067773
U0073,shopping,0.1445783132472057
U0074,activity,0.06402439024195047
U0074,entertainment,0.17378048779957986
U0074,food,0.10975609755762938
U0074,historical,0.07317073170508626
U0074,museum,0.22865853657839455
U0074,nature,0.09451219511906975
U0074,neighborhood,0.11890243902076517
U0074,shopping,0.13719512194703673
U0075,activity,0.1016483516455591
U0075,entertainment,0.2170329670270046
U0075,food,0.1868131868080546
U0075,historical,0.11813186812862275
U0075,museum,0.1346153846116864
U0075,nature,0.008241758241531819
U0075,neighborhood,0.15934065933628186
U0075,shopping,0.07417582417378638
U0076,activity,0.03676470587964965
U0076,entertainment,0.08823529411115917
U0076,food,0.27941176468533735
U0076,historical,0.044117647055579585
U0076,museum,0.13235294116673874
U0076,nature,0.10294117646301902
U0076,neighborhood,0.15441176469452852
U0076,shopping,0.16176470587045846
U0077,activity,0.1515151515036731
U0077,entertainment,0.34848484845844807
U0077,food,0.13636363635330578
U0077,historical,0.1666666666540404
U0077,museum,0.06060606060146923
U0077,nature,0.045454545451101926
U0077,neighborhood,0.06060606060146923
U0077,shopping,0.030303030300734616
U0078,activity,0.08080808080535999
U0078,entertainment,0.16161616161071998
U0078,food,0.1346801346756
U0078,historical,0.15488215487694
U0078,museum,0.20875420874717998
U0078,nature,0.020202020201339998
U0078,neighborhood,0.15824915824382998
U0078,shopping,0.08080808080535999
U0079,activity,0.20212765956371662
U0079,entertainment,0.2925531914738003
U0079,food,0.010638297871774558
U0079,historical,0.042553191487098234
U0079,museum,0.021276595743549117
U0079,nature,0.24468085105081483
U0079,shopping,0.18617021275605478
U0080,activity,0.15460526315280904
U0080,entertainment,0.17763157894152526
U0080,food,0.12828947367999047
U0080,historical,0.09539473683896728
U0080,museum,0.04605263157743248
U0080,nature,0.07565789473435336
U0080,neighborhood,0.2171052631507531
U0080,shopping,0.10526315789127423
U0081,activity,0.11314984709134097
U0081,entertainment,0.18042813455105725
U0081,food,0.13761467889487417
U0081,historical,0.15596330274752404
U0081,museum,0.11926605504222428
U0081,nature,0.003058103975441648
U0081,neighborhood,0.18654434250194055
U0081,shopping,0.10397553516501604
U0082,activity,0.027888446214028348
U0082,entertainment,0.11553784860097459
U0082,food,0.1673306772841701
U0082,historical,0.2111553784776432
U0082,museum,0.1633466135393089
U0082,nature,0.13944223107014173
U0082,neighborhood,0.1075697211112522
U0082,shopping,0.06772908366264027
U0083,activity,0.10045662099997915
U0083,entertainment,0.045662100454535975
U0083,food,0.01826484018181439
U0083,historical,0.26027397259085505
U0083,museum,0.3835616438181022
U0083,nature,0.08675799086361835
U0083,neighborhood,0.06849315068180396
U0083,shopping,0.03652968036362878
U0084,activity,0.1924882629017611
U0084,entertainment,0.04225352112477683
U0084,food,0.11737089201326897
U0084,historical,0.07511737088849214
U0084,museum,0.07511737088849214
U0084,nature,0.07511737088849214
U0084,neighborhood,0.18779342722123035
U0084,shopping,0.23474178402653795
U0085,activity,0.16616314198893767
U0085,entertainment,0.14199395769963763
U0085,food,0.15407854984428765
U0085,historical,0.13595166162731265
U0085,museum,0.1873111782420752
U0085,nature,0.07552870090406258
U0085,neighborhood,0.01812688821697502
U0085,shopping,0.12084592144650012
U0086,activity,0.17460317459393634
U0086,entertainment,0.24338624337336578
U0086,food,0.0
U0086,historical,0.1322751322681336
U0086,museum,0.22751322750118977
U0086,nature,0.05820105819797878
U0086,neighborhood,0.06878306877942947
U0086,shopping,0.09523809523305618
U0087,activity,0.11176470587577854
U0087,entertainment,0.1647058823432526
U0087,food,0.01764705882249135
U0087,historical,0.3058823529231834
U0087,museum,0.20588235292906573
U0087,nature,0.023529411763321798
U0087,neighborhood,-0.023529411763321798
U0087,shopping,0.14705882352076124
U0088,activity,0.2159624413044149
U0088,entertainment,0.17840375586016882
U0088,food,0.1924882629017611
U0088,historical,0.056338028166369104
U0088,museum,0.1502347417769843
U0088,nature,0.1502347417769843
U0088,neighborhood,0.014084507041592276
U0088,shopping,0.04225352112477683
U0089,activity,0.17616580309968052
U0089,entertainment,0.22279792744959595
U0089,food,0.06735751294987785
U0089,historical,0.04145077719992483
U0089,museum,0.05699481864989664
U0089,nature,0.020725388599962414
U0089,neighborhood,0.2694300517995114
U0089,shopping,0.1450777201997369
U0090,activity,0.06249999999782986
U0090,entertainment,0.09722222221884645
U0090,food,0.26388888887972606
U0090,historical,0.05208333333152488
U0090,museum,0.048611111109423226
U0090,nature,0.19791666665979454
U0090,neighborhood,0.10763888888515143
U0090,shopping,0.1701388888829813
U0091,activity,0.06912442395994818
U0091,entertainment,0.09677419354392745
U0091,food,0.09216589861326424
U0091,historical,0.1566820276425492
U0091,museum,0.24423963132515022
U0091,nature,0.2350230414638238
U0091,neighborhood,0.05990783409862176
U0091,shopping,0.04608294930663212
U0092,activity,0.2240437158347517
U0092,entertainment,0.09836065573233002
U0092,food,0.016393442622055002
U0092,historical,0.1748633879685867
U0092,museum,0.37158469943324673
U0092,nature,0.032786885244110005
U0092,neighborhood,-0.005464480874018334
U0092,shopping,0.07650273223625668
U0093,activity,0.12307692307218934
U0093,entertainment,0.3307692307565089
U0093,food,-0.023076923076035503
U0093,historical,0.16153846153224852
U0093,museum,0.12692307691819527
U0093,nature,0.1999999999923077
U0093,neighborhood,0.003846153846005917
U0093,shopping,0.030769230768047336
U0094,activity,0.1968503936930374
U0094,entertainment,0.11417322834196168
U0094,food,0.11417322834196168
U0094,historical,0.17716535432373365
U0094,museum,0.14173228345898692
U0094,nature,0.06299212598177197
U0094,neighborhood,0.03543307086474673
U0094,shopping,0.1574803149544299
U0095,activity,0.07317073170285544
U0095,entertainment,0.09756097560380725
U0095,food,0.17682926828190065
U0095,historical,0.07317073170285544
U0095,museum,0.13414634145523496
U0095,nature,0.006097560975237953
U0095,neighborhood,0.22560975608380426
U0095,shopping,0.21341463413332837
U0096,activity,0.10437710437358999
U0096,entertainment,0.18855218854584
U0096,food,0.10774410774047999
U0096,historical,0.17171717171138998
U0096,museum,0.16835016834449998
U0096,nature,0.17508417507828
U0096,neighborhood,-0.0033670033668899996
U0096,shopping,0.08080808080535999
U0097,activity,0.1992337164674623
U0097,entertainment,0.06896551723873695
U0097,food,0.038314176243742754
U0097,historical,0.042145593868117025
U0097,museum,0.034482758619368475
U0097,nature,0.0613026819899884
U0097,neighborhood,0.25287356320870213
U0097,shopping,0.30268199232556775
U0098,activity,0.09655172413127229
U0098,entertainment,0.08965517240760998
U0098,food,0.22758620688085612
U0098,historical,0.013793103447324612
U0098,museum,0.1034482758549346
U0098,nature,0.08275862068394768
U0098,neighborhood,0.1103448275785969
U0098,shopping,0.27586206894649223
U0099,activity,0.01851851851766118
U0099,entertainment,0.09722222221772119
U0099,food,0.12499999999421296
U0099,historical,0.28240740739433295
U0099,museum,0.2777777777649177
U0099,nature,0.023148148147076473
U0099,neighborhood,0.013888888888245885
U0099,shopping,0.1620370370295353
U0100,activity,-0.006451612902809573
U0100,entertainment,0.06451612902809573
U0100,food,0.05161290322247659
U0100,historical,0.19999999998709678
U0100,museum,0.3096774193348595
U0100,nature,0.12258064515338189
U0100,neighborhood,0.025806451611238294
U0100,shopping,0.2193548386955255
