traveler_id,poi_id,interest_match,preference_match,budget_match,mobility_match,party_match,poi_rating,poi_review_count,poi_popularity,tourist_level,expected_duration,trip_duration,geographic_distance,relevance_label,category,total_interactions,total_behavior_strength,avg_poi_rating,avg_poi_popularity,avg_price_level,avg_tourist_level,category_affinity
U0001,P0206,0.0,0.282,0.2,1.0,1.0,4.42,4.158883083359672,0.469,0.718,45,3,7.72306192397253,0.0,shopping,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0327868852432141
U0001,P0212,0.5,0.3369999999999999,1.0,1.0,1.0,3.99,6.666956792429207,0.86,0.663,90,3,19.26467855366453,0.15,activity,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.270491803256517
U0001,P0238,0.0,0.133,1.0,1.0,1.0,4.84,5.204006687076795,0.479,0.867,45,3,13.91249020918598,0.15,shopping,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0327868852432141
U0001,P0248,0.5,0.4379999999999999,0.6,1.0,1.0,4.79,6.148468295917647,0.759,0.562,120,3,6.024354155277921,0.65,museum,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1885245901484816
U0001,P0251,0.0,0.05,0.2,1.0,1.0,4.52,7.791522819150732,1.0,0.95,45,3,19.696937564164923,0.3,shopping,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0327868852432141
U0001,P0252,0.5,0.651,0.6,1.0,1.0,3.47,6.175867270105761,0.566,0.349,150,3,15.40513394400216,0.55,activity,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.270491803256517
U0001,P0254,0.0,0.179,0.2,1.0,1.0,3.83,4.465908118654584,0.391,0.821,45,3,4.3042691570660665,0.0,shopping,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0327868852432141
U0001,P0260,0.5,0.286,0.6,1.0,1.0,4.14,6.401917196727186,0.669,0.714,180,3,7.478157351712347,0.65,activity,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.270491803256517
U0001,P0263,0.0,0.121,0.6,1.0,1.0,3.76,3.367295829986474,0.32,0.879,90,3,22.35928719835451,0.0,shopping,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0327868852432141
U0001,P0272,0.5,0.53,0.6,1.0,1.0,4.34,7.2305631534092925,1.0,0.47,30,3,10.35554032251081,0.3,museum,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1885245901484816
U0001,P0275,0.5,0.1109999999999999,1.0,0.0,1.0,4.27,4.77912349311153,0.591,0.889,120,3,17.030630585531476,0.0,historical,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.25409836063491
U0001,P0280,0.0,0.059,0.6,0.0,1.0,4.28,4.997212273764115,0.537,0.941,120,3,10.70285098733665,0.0,nature,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0409836065540177
U0001,P0281,0.5,0.2289999999999999,0.2,1.0,1.0,4.23,7.990576881743923,1.0,0.771,30,3,16.178775661626158,0.85,entertainment,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1639344262160709
U0001,P0291,0.0,0.522,0.6,1.0,1.0,4.25,5.003946305945459,0.58,0.478,180,3,16.116085627381942,0.0,food,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,-0.0245901639324106
U0001,P0296,0.5,0.791,0.6,1.0,1.0,4.13,4.927253685157205,0.342,0.209,150,3,20.68927774759908,0.3,museum,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1885245901484816
U0001,P0302,0.0,0.5660000000000001,0.6,1.0,1.0,4.49,7.126890808898808,1.0,0.434,90,3,4.699358265421118,0.0,shopping,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0327868852432141
U0001,P0303,0.0,0.513,0.6,1.0,1.0,4.29,7.752335163302292,1.0,0.487,150,3,5.892331551187802,0.0,neighborhood,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0245901639324106
U0001,P0307,0.5,0.8160000000000001,0.6,1.0,1.0,4.23,4.158883083359672,0.352,0.184,180,3,1.7463736718925418,0.3,entertainment,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1639344262160709
U0001,P0317,0.5,0.898,1.0,1.0,1.0,4.03,4.990432586778736,0.512,0.102,120,3,19.35140336624457,0.85,historical,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.25409836063491
U0001,P0318,0.0,0.399,0.6,0.0,1.0,3.64,3.5263605246161616,0.245,0.601,60,3,10.96750824156858,0.15,neighborhood,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0245901639324106
U0001,P0320,0.0,0.928,0.2,0.0,1.0,3.52,3.951243718581428,0.257,0.072,30,3,2.8056467329730155,0.3,nature,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0409836065540177
U0001,P0324,0.0,0.3159999999999999,1.0,0.0,1.0,2.89,5.438079308923196,0.474,0.684,60,3,22.6776668078042,0.15,food,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,-0.0245901639324106
U0001,P0326,0.5,0.938,0.2,1.0,1.0,4.93,6.852242569051878,0.99,0.062,60,3,20.432060685599097,0.85,historical,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.25409836063491
U0001,P0328,0.0,0.157,0.6,0.0,1.0,5.0,5.572154032177765,0.438,0.843,180,3,7.684911842603152,0.3,neighborhood,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0245901639324106
U0001,P0330,0.5,0.795,0.2,1.0,1.0,4.19,5.327876168789581,0.598,0.205,45,3,17.351499052695004,0.65,activity,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.270491803256517
U0001,P0332,0.5,0.045,0.6,1.0,1.0,4.09,4.852030263919617,0.297,0.955,45,3,5.136210807388979,0.15,activity,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.270491803256517
U0001,P0335,0.0,0.055,0.6,0.0,1.0,2.91,6.810142450115136,0.759,0.945,45,3,8.331484111811747,0.0,shopping,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0327868852432141
U0001,P0338,0.5,0.058,0.6,0.0,1.0,3.47,4.574710978503383,0.318,0.942,180,3,2.0255117814896724,0.15,activity,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.270491803256517
U0001,P0339,0.5,0.148,0.6,1.0,1.0,3.6,7.602900462204755,1.0,0.852,30,3,9.7714979065199,0.15,entertainment,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1639344262160709
U0001,P0345,0.0,0.644,0.6,1.0,1.0,4.42,6.035481432524756,0.502,0.356,150,3,8.793368379960206,0.0,shopping,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0327868852432141
U0001,P0346,0.0,0.405,0.6,1.0,1.0,3.94,6.891625897052253,0.71,0.595,150,3,15.42836538374964,0.15,nature,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0409836065540177
U0001,P0351,0.5,0.4539999999999999,0.6,0.0,1.0,3.86,6.759255270663693,0.911,0.546,150,3,22.907026078238165,0.3,activity,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.270491803256517
U0001,P0358,0.5,0.4499999999999999,0.6,1.0,1.0,4.08,6.824373670043086,0.828,0.55,45,3,13.25671624819692,0.65,entertainment,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1639344262160709
U0001,P0359,0.0,0.77,0.6,1.0,1.0,4.15,5.683579767338681,0.385,0.23,180,3,12.91549797712224,0.0,nature,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0409836065540177
U0001,P0361,0.5,0.1019999999999999,0.2,1.0,1.0,4.24,3.4657359027997265,0.315,0.898,120,3,13.852152225188672,0.15,historical,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.25409836063491
U0001,P0367,0.0,0.484,0.6,1.0,1.0,4.28,3.4657359027997265,0.364,0.516,90,3,14.947301491819626,0.3,neighborhood,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0245901639324106
U0001,P0369,0.5,0.151,0.6,0.0,1.0,4.22,6.679599185844383,0.722,0.849,180,3,16.480440854518015,0.3,activity,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.270491803256517
U0001,P0371,0.0,0.839,0.6,1.0,1.0,3.27,3.970291913552122,0.261,0.161,30,3,11.445482684671124,0.15,neighborhood,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0245901639324106
U0001,P0374,0.5,0.65,0.2,1.0,1.0,4.18,4.59511985013459,0.424,0.35,90,3,12.201451166143464,0.65,activity,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.270491803256517
U0001,P0380,0.0,0.819,0.6,0.0,1.0,3.71,6.342121418721152,0.567,0.181,150,3,8.544844295843076,0.0,nature,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0409836065540177
U0001,P0388,0.5,0.413,0.6,1.0,1.0,4.38,3.6375861597263857,0.236,0.587,120,3,17.15588018211305,0.15,museum,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1885245901484816
U0001,P0390,0.5,0.932,0.6,1.0,1.0,4.07,6.246106765481563,0.77,0.068,120,3,16.3935922097413,0.55,museum,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1885245901484816
U0001,P0391,0.0,0.587,0.2,1.0,1.0,4.18,3.912023005428146,0.403,0.413,30,3,10.319134862993188,0.15,shopping,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0327868852432141
U0001,P0392,0.5,0.646,0.6,1.0,1.0,4.27,6.234410725718371,0.68,0.354,30,3,2.678682936399332,0.55,museum,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1885245901484816
U0001,P0395,0.5,0.261,1.0,0.0,1.0,4.07,3.5263605246161616,0.234,0.739,150,3,17.435471105318765,0.55,entertainment,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1639344262160709
U0001,P0399,0.0,0.4529999999999999,0.2,1.0,1.0,4.08,6.318968113746434,0.659,0.547,150,3,1.9117336988053013,0.0,nature,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0409836065540177
U0001,P0400,0.0,0.737,1.0,0.0,1.0,4.11,5.537334267018537,0.362,0.263,120,3,3.249030888931814,0.3,shopping,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0327868852432141
U0001,P0403,0.0,0.143,0.2,1.0,1.0,3.9,5.1298987149230735,0.376,0.857,150,3,21.164020794857905,0.15,neighborhood,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0245901639324106
U0001,P0405,0.5,0.654,1.0,1.0,1.0,4.67,4.430816798843313,0.395,0.346,90,3,13.41359892371189,0.55,historical,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.25409836063491
U0001,P0424,0.0,0.804,0.2,1.0,1.0,4.23,8.446556111816797,1.0,0.196,30,3,11.786517405897223,0.15,nature,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0409836065540177
U0001,P0426,0.5,0.062,0.6,1.0,1.0,3.82,4.836281906951478,0.263,0.938,120,3,15.235172038580192,0.15,activity,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.270491803256517
U0001,P0427,0.0,0.599,1.0,1.0,1.0,3.81,6.927557906278317,0.653,0.401,45,3,2.0675268523247343,0.65,nature,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0409836065540177
U0001,P0438,0.5,0.554,1.0,1.0,1.0,4.09,7.653494909661253,1.0,0.446,45,3,17.55190947982749,1.0,historical,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.25409836063491
U0001,P0441,0.0,0.5900000000000001,0.6,1.0,1.0,5.0,4.867534450455582,0.426,0.41,150,3,9.355361554447342,0.15,nature,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0409836065540177
U0001,P0447,0.0,0.475,0.2,0.0,1.0,4.58,6.903747257584598,0.815,0.525,120,3,21.25549652540763,0.15,nature,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0409836065540177
U0001,P0452,0.5,0.839,0.6,1.0,1.0,4.11,7.034387929915503,1.0,0.161,150,3,8.285348271327116,0.65,historical,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.25409836063491
U0001,P0455,0.0,0.2059999999999999,0.6,1.0,1.0,4.39,8.096208271650037,1.0,0.794,150,3,3.4367069388152096,0.0,shopping,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0327868852432141
U0001,P0462,0.0,0.4439999999999999,0.6,1.0,1.0,4.16,4.663439094112067,0.492,0.556,150,3,5.547952535361539,0.0,nature,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0409836065540177
U0001,P0463,0.0,0.045,0.6,1.0,1.0,4.64,3.688879454113936,0.486,0.955,180,3,17.78122995218778,0.3,nature,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0409836065540177
U0001,P0484,0.5,0.698,1.0,1.0,1.0,3.8,7.661527081358517,1.0,0.302,60,3,9.064313815420649,0.3,museum,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1885245901484816
U0001,P0488,0.0,0.2229999999999999,0.6,1.0,1.0,3.9,3.258096538021482,0.334,0.777,30,3,3.623621885131792,0.15,neighborhood,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0245901639324106
U0001,P0495,0.5,0.78,0.6,1.0,1.0,4.0,5.53338948872752,0.423,0.22,60,3,18.68095352514038,0.3,museum,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.1885245901484816
U0001,P0497,0.0,0.581,0.2,1.0,1.0,3.99,4.68213122712422,0.302,0.419,30,3,13.7259022318714,0.0,neighborhood,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0245901639324106
U0001,P0499,0.0,0.5,1.0,1.0,1.0,4.91,6.269096283706261,0.682,0.5,120,3,2.533683115512577,0.3,shopping,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0327868852432141
U0001,P0500,0.0,0.161,0.6,1.0,1.0,3.84,6.18826412308259,0.439,0.839,180,3,5.463707150108026,0.15,neighborhood,66,116,4.125757575757576,0.5632727272727273,2.5303030303030303,0.492030303030303,0.0245901639324106
U0002,P0001,0.0,0.3329999999999999,0.6,1.0,1.0,4.32,5.337538079701318,0.32,0.667,30,2,7.737167712919342,0.0,food,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,-0.0041322314047879
U0002,P0010,0.0,0.5589999999999999,0.6,1.0,0.0,3.69,3.80666248977032,0.479,0.441,180,2,6.5268999512630375,0.15,food,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,-0.0041322314047879
U0002,P0011,0.0,0.132,0.6,1.0,0.0,4.76,5.231108616854587,0.371,0.868,45,2,15.40238555724768,0.0,neighborhood,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.0289256198335154
U0002,P0012,0.0,0.2049999999999999,0.6,1.0,0.0,4.13,3.80666248977032,0.301,0.795,90,2,17.323703005309298,0.0,food,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,-0.0041322314047879
U0002,P0017,0.0,0.432,0.6,0.0,0.0,4.09,4.23410650459726,0.428,0.568,90,2,5.310433990182308,0.0,neighborhood,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.0289256198335154
U0002,P0019,0.5,0.17,0.6,1.0,0.0,4.19,3.1780538303479458,0.525,0.83,180,2,12.691612288236112,1.0,museum,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.2933884297399426
U0002,P0020,0.0,0.383,1.0,1.0,0.0,3.5,5.736572297479192,0.643,0.617,30,2,7.953824104244702,0.0,nature,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.0867768595005464
U0002,P0036,0.0,0.808,0.6,1.0,1.0,4.26,7.346010209913293,0.95,0.192,30,2,5.741941604550187,0.15,food,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,-0.0041322314047879
U0002,P0037,0.0,0.856,0.6,0.0,1.0,4.08,7.377758908227872,1.0,0.144,120,2,7.779391108752456,0.3,nature,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.0867768595005464
U0002,P0046,0.5,0.292,0.2,1.0,0.0,4.14,6.663132695990803,0.812,0.708,90,2,16.434856740108152,0.65,museum,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.2933884297399426
U0002,P0050,0.0,0.2129999999999999,0.2,0.0,0.0,4.1,5.220355825078324,0.486,0.787,150,2,7.99203425981246,0.0,nature,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.0867768595005464
U0002,P0053,0.0,0.37,1.0,1.0,0.0,4.03,5.986452005284438,0.418,0.63,45,2,8.115635816946241,0.15,neighborhood,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.0289256198335154
U0002,P0058,0.5,0.515,0.6,1.0,0.0,4.01,5.863631175598097,0.535,0.485,120,2,8.510362412702879,0.3,museum,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.2933884297399426
U0002,P0064,0.5,0.845,0.6,1.0,1.0,3.65,4.8283137373023015,0.408,0.155,90,2,15.305228784615796,0.65,museum,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.2933884297399426
U0002,P0077,0.5,0.932,1.0,0.0,1.0,3.79,5.780743515792329,0.656,0.068,90,2,14.132812852537542,0.65,activity,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.1528925619771532
U0002,P0080,0.5,0.27,1.0,1.0,1.0,3.56,6.289715570908998,0.705,0.73,45,2,11.72736949978278,0.65,activity,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.1528925619771532
U0002,P0086,0.5,0.344,1.0,0.0,0.0,3.7,4.5217885770490405,0.474,0.656,120,2,9.784614955969944,0.85,museum,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.2933884297399426
U0002,P0087,0.0,0.831,0.2,1.0,1.0,4.07,5.910796644040527,0.392,0.169,90,2,0.4680666628808845,0.3,nature,69,240,4.124347826086956,0.5651739130434783,2.420289855072464,0.5122608695652174,0.0867768595005464
