traveler_id,poi_id,interest_match,preference_match,budget_match,mobility_match,party_match,poi_rating,poi_review_count,poi_popularity,tourist_level,expected_duration,trip_duration,geographic_distance
U0001,P0187,0.5,0.8049999999999999,0.2,1.0,1.0,4.75,6.651571873589727,0.602,0.195,30,3,10.95463759052734
U0001,P0193,0.0,0.898,1.0,0.0,1.0,3.76,5.683579767338681,0.552,0.102,150,3,14.024122242145364
U0001,P0196,0.5,0.764,0.2,1.0,1.0,3.7,6.091309882077698,0.697,0.236,90,3,1.7644894002886917
U0001,P0206,0.0,0.28200000000000003,0.2,1.0,1.0,4.42,4.1588830833596715,0.469,0.718,45,3,7.72306192397253
U0001,P0212,0.5,0.33699999999999997,1.0,1.0,1.0,3.99,6.666956792429207,0.86,0.663,90,3,19.264678553664538
U0001,P0238,0.0,0.133,1.0,1.0,1.0,4.84,5.204006687076795,0.479,0.867,45,3,13.91249020918598
U0001,P0248,0.5,0.43799999999999994,0.6,1.0,1.0,4.79,6.148468295917647,0.759,0.562,120,3,6.024354155277921
U0001,P0251,0.0,0.050000000000000044,0.2,1.0,1.0,4.52,7.791522819150732,1.0,0.95,45,3,19.696937564164923
U0001,P0252,0.5,0.651,0.6,1.0,1.0,3.47,6.175867270105761,0.566,0.349,150,3,15.405133944002161
U0001,P0254,0.0,0.17900000000000005,0.2,1.0,1.0,3.83,4.465908118654584,0.391,0.821,45,3,4.3042691570660665
U0001,P0260,0.5,0.28600000000000003,0.6,1.0,1.0,4.14,6.401917196727186,0.669,0.714,180,3,7.478157351712347
U0001,P0263,0.0,0.121,0.6,1.0,1.0,3.76,3.367295829986474,0.32,0.879,90,3,22.35928719835451
U0001,P0272,0.5,0.53,0.6,1.0,1.0,4.34,7.2305631534092925,1.0,0.47,30,3,10.35554032251081
U0001,P0275,0.5,0.11099999999999999,1.0,0.0,1.0,4.27,4.77912349311153,0.591,0.889,120,3,17.030630585531476
U0001,P0280,0.0,0.05900000000000005,0.6,0.0,1.0,4.28,4.997212273764115,0.537,0.941,120,3,10.70285098733665
U0001,P0281,0.5,0.22899999999999998,0.2,1.0,1.0,4.23,7.990576881743923,1.0,0.771,30,3,16.178775661626158
U0001,P0291,0.0,0.522,0.6,1.0,1.0,4.25,5.003946305945459,0.58,0.478,180,3,16.116085627381942
U0001,P0296,0.5,0.791,0.6,1.0,1.0,4.13,4.927253685157205,0.342,0.209,150,3,20.689277747599082
U0001,P0302,0.0,0.5660000000000001,0.6,1.0,1.0,4.49,7.126890808898808,1.0,0.434,90,3,4.699358265421118
U0001,P0303,0.0,0.513,0.6,1.0,1.0,4.29,7.752335163302292,1.0,0.487,150,3,5.892331551187802
U0001,P0307,0.5,0.8160000000000001,0.6,1.0,1.0,4.23,4.1588830833596715,0.352,0.184,180,3,1.7463736718925418
U0001,P0317,0.5,0.898,1.0,1.0,1.0,4.03,4.990432586778736,0.512,0.102,120,3,19.351403366244575
U0001,P0318,0.0,0.399,0.6,0.0,1.0,3.64,3.5263605246161616,0.245,0.601,60,3,10.96750824156858
U0001,P0320,0.0,0.928,0.2,0.0,1.0,3.52,3.9512437185814275,0.257,0.072,30,3,2.8056467329730155
U0001,P0324,0.0,0.31599999999999995,1.0,0.0,1.0,2.89,5.438079308923196,0.474,0.684,60,3,22.6776668078042
U0001,P0326,0.5,0.938,0.2,1.0,1.0,4.93,6.852242569051878,0.99,0.062,60,3,20.432060685599097
U0001,P0328,0.0,0.15700000000000003,0.6,0.0,1.0,5.0,5.572154032177765,0.438,0.843,180,3,7.684911842603152
U0001,P0330,0.5,0.795,0.2,1.0,1.0,4.19,5.327876168789581,0.598,0.205,45,3,17.351499052695004
U0001,P0332,0.5,0.04500000000000004,0.6,1.0,1.0,4.09,4.852030263919617,0.297,0.955,45,3,5.136210807388979
U0001,P0335,0.0,0.05500000000000005,0.6,0.0,1.0,2.91,6.810142450115136,0.759,0.945,45,3,8.331484111811747
U0001,P0338,0.5,0.05800000000000005,0.6,0.0,1.0,3.47,4.574710978503383,0.318,0.942,180,3,2.0255117814896724
U0001,P0339,0.5,0.14800000000000002,0.6,1.0,1.0,3.6,7.602900462204755,1.0,0.852,30,3,9.771497906519901
U0001,P0345,0.0,0.644,0.6,1.0,1.0,4.42,6.035481432524756,0.502,0.356,150,3,8.793368379960206
U0001,P0346,0.0,0.405,0.6,1.0,1.0,3.94,6.891625897052253,0.71,0.595,150,3,15.42836538374964
U0001,P0351,0.5,0.45399999999999996,0.6,0.0,1.0,3.86,6.759255270663693,0.911,0.546,150,3,22.907026078238165
U0001,P0358,0.5,0.44999999999999996,0.6,1.0,1.0,4.08,6.824373670043086,0.828,0.55,45,3,13.25671624819692
U0001,P0359,0.0,0.77,0.6,1.0,1.0,4.15,5.683579767338681,0.385,0.23,180,3,12.91549797712224
U0001,P0361,0.5,0.10199999999999998,0.2,1.0,1.0,4.24,3.4657359027997265,0.315,0.898,120,3,13.852152225188672
U0001,P0367,0.0,0.484,0.6,1.0,1.0,4.28,3.4657359027997265,0.364,0.516,90,3,14.947301491819626
U0001,P0369,0.5,0.15100000000000002,0.6,0.0,1.0,4.22,6.679599185844383,0.722,0.849,180,3,16.480440854518015
U0001,P0371,0.0,0.839,0.6,1.0,1.0,3.27,3.970291913552122,0.261,0.161,30,3,11.445482684671125
U0001,P0374,0.5,0.65,0.2,1.0,1.0,4.18,4.59511985013459,0.424,0.35,90,3,12.201451166143464
U0001,P0380,0.0,0.819,0.6,0.0,1.0,3.71,6.342121418721152,0.567,0.181,150,3,8.544844295843076
U0001,P0388,0.5,0.41300000000000003,0.6,1.0,1.0,4.38,3.6375861597263857,0.236,0.587,120,3,17.15588018211305
U0001,P0390,0.5,0.9319999999999999,0.6,1.0,1.0,4.07,6.246106765481563,0.77,0.068,120,3,16.3935922097413
U0001,P0391,0.0,0.587,0.2,1.0,1.0,4.18,3.912023005428146,0.403,0.413,30,3,10.319134862993188
U0001,P0392,0.5,0.646,0.6,1.0,1.0,4.27,6.234410725718371,0.68,0.354,30,3,2.6786829363993316
U0001,P0395,0.5,0.261,1.0,0.0,1.0,4.07,3.5263605246161616,0.234,0.739,150,3,17.435471105318765
U0001,P0399,0.0,0.45299999999999996,0.2,1.0,1.0,4.08,6.318968113746434,0.659,0.547,150,3,1.9117336988053018
U0001,P0400,0.0,0.737,1.0,0.0,1.0,4.11,5.537334267018537,0.362,0.263,120,3,3.249030888931814
U0001,P0403,0.0,0.14300000000000002,0.2,1.0,1.0,3.9,5.1298987149230735,0.376,0.857,150,3,21.164020794857905
U0001,P0405,0.5,0.654,1.0,1.0,1.0,4.67,4.430816798843313,0.395,0.346,90,3,13.41359892371189
U0001,P0424,0.0,0.804,0.2,1.0,1.0,4.23,8.446556111816797,1.0,0.196,30,3,11.786517405897225
U0001,P0426,0.5,0.062000000000000055,0.6,1.0,1.0,3.82,4.836281906951478,0.263,0.938,120,3,15.235172038580192
U0001,P0427,0.0,0.599,1.0,1.0,1.0,3.81,6.927557906278317,0.653,0.401,45,3,2.0675268523247343
U0001,P0438,0.5,0.554,1.0,1.0,1.0,4.09,7.653494909661253,1.0,0.446,45,3,17.55190947982749
U0001,P0441,0.0,0.5900000000000001,0.6,1.0,1.0,5.0,4.867534450455582,0.426,0.41,150,3,9.355361554447342
U0001,P0447,0.0,0.475,0.2,0.0,1.0,4.58,6.903747257584598,0.815,0.525,120,3,21.25549652540763
U0001,P0452,0.5,0.839,0.6,1.0,1.0,4.11,7.034387929915503,1.0,0.161,150,3,8.285348271327116
U0001,P0455,0.0,0.20599999999999996,0.6,1.0,1.0,4.39,8.096208271650037,1.0,0.794,150,3,3.4367069388152096
U0001,P0462,0.0,0.44399999999999995,0.6,1.0,1.0,4.16,4.663439094112067,0.492,0.556,150,3,5.547952535361539
U0001,P0463,0.0,0.04500000000000004,0.6,1.0,1.0,4.64,3.6888794541139363,0.486,0.955,180,3,17.78122995218778
U0001,P0484,0.5,0.698,1.0,1.0,1.0,3.8,7.661527081358517,1.0,0.302,60,3,9.064313815420649
U0001,P0488,0.0,0.22299999999999998,0.6,1.0,1.0,3.9,3.258096538021482,0.334,0.777,30,3,3.623621885131792
U0001,P0495,0.5,0.78,0.6,1.0,1.0,4.0,5.53338948872752,0.423,0.22,60,3,18.68095352514038
U0001,P0497,0.0,0.581,0.2,1.0,1.0,3.99,4.68213122712422,0.302,0.419,30,3,13.7259022318714
U0001,P0499,0.0,0.5,1.0,1.0,1.0,4.91,6.269096283706261,0.682,0.5,120,3,2.533683115512577
U0001,P0500,0.0,0.16100000000000003,0.6,1.0,1.0,3.84,6.18826412308259,0.439,0.839,180,3,5.463707150108026
U0002,P0001,0.0,0.33299999999999996,0.6,1.0,1.0,4.32,5.337538079701318,0.32,0.667,30,2,7.737167712919342
U0002,P0010,0.0,0.5589999999999999,0.6,1.0,0.0,3.69,3.8066624897703196,0.479,0.441,180,2,6.5268999512630375
U0002,P0011,0.0,0.132,0.6,1.0,0.0,4.76,5.231108616854587,0.371,0.868,45,2,15.40238555724768
U0002,P0012,0.0,0.20499999999999996,0.6,1.0,0.0,4.13,3.8066624897703196,0.301,0.795,90,2,17.323703005309298
U0002,P0017,0.0,0.43200000000000005,0.6,0.0,0.0,4.09,4.23410650459726,0.428,0.568,90,2,5.310433990182308
U0002,P0019,0.5,0.17000000000000004,0.6,1.0,0.0,4.19,3.1780538303479458,0.525,0.83,180,2,12.691612288236113
U0002,P0020,0.0,0.383,1.0,1.0,0.0,3.5,5.736572297479192,0.643,0.617,30,2,7.953824104244702
U0002,P0036,0.0,0.808,0.6,1.0,1.0,4.26,7.346010209913293,0.95,0.192,30,2,5.741941604550187
U0002,P0037,0.0,0.856,0.6,0.0,1.0,4.08,7.3777589082278725,1.0,0.144,120,2,7.779391108752456
U0002,P0046,0.5,0.29200000000000004,0.2,1.0,0.0,4.14,6.663132695990803,0.812,0.708,90,2,16.434856740108152
U0002,P0050,0.0,0.21299999999999997,0.2,0.0,0.0,4.1,5.220355825078324,0.486,0.787,150,2,7.99203425981246
U0002,P0053,0.0,0.37,1.0,1.0,0.0,4.03,5.986452005284438,0.418,0.63,45,2,8.115635816946241
U0002,P0058,0.5,0.515,0.6,1.0,0.0,4.01,5.863631175598097,0.535,0.485,120,2,8.510362412702879
U0002,P0064,0.5,0.845,0.6,1.0,1.0,3.65,4.8283137373023015,0.408,0.155,90,2,15.305228784615796
U0002,P0077,0.5,0.9319999999999999,1.0,0.0,1.0,3.79,5.780743515792329,0.656,0.068,90,2,14.132812852537542
U0002,P0080,0.5,0.27,1.0,1.0,1.0,3.56,6.289715570908998,0.705,0.73,45,2,11.72736949978278
U0002,P0086,0.5,0.344,1.0,0.0,0.0,3.7,4.5217885770490405,0.474,0.656,120,2,9.784614955969943
U0002,P0087,0.0,0.831,0.2,1.0,1.0,4.07,5.910796644040527,0.392,0.169,90,2,0.46806666288088455
U0002,P0104,0.5,0.5549999999999999,1.0,1.0,0.0,4.33,6.118097198041348,0.635,0.445,45,2,4.030584757776658
U0002,P0110,0.0,0.663,1.0,1.0,0.0,3.88,5.598421958998375,0.397,0.337,150,2,6.085833004365712
U0002,P0119,0.0,0.07699999999999996,0.6,0.0,0.0,3.19,5.726847747587197,0.593,0.923,150,2,3.5794658448260606
U0002,P0129,0.5,0.07499999999999996,0.6,1.0,1.0,4.67,4.653960350157523,0.551,0.925,120,2,5.093900640778549
U0002,P0137,0.0,0.643,0.6,1.0,1.0,4.62,5.5134287461649825,0.627,0.357,180,2,13.281507433780448
U0002,P0140,0.0,0.355,1.0,1.0,0.0,4.13,5.043425116919247,0.467,0.645,45,2,17.97731603730432
U0002,P0141,0.5,0.33399999999999996,1.0,1.0,1.0,4.15,6.295266001439646,0.507,0.666,60,2,11.54249908881207
U0002,P0143,0.0,0.942,1.0,1.0,1.0,5.0,3.1780538303479458,0.308,0.058,180,2,6.961973491621638
U0002,P0156,0.5,0.785,0.2,0.0,1.0,4.0,6.818924065275521,0.86,0.215,60,2,13.767163325213403
U0002,P0158,0.0,0.479,0.2,1.0,1.0,4.69,5.5254529391317835,0.362,0.521,90,2,3.0021603168482023
U0002,P0166,0.0,0.43100000000000005,0.2,1.0,1.0,4.09,4.430816798843313,0.377,0.569,150,2,9.253755406902451
U0002,P0169,0.0,0.02200000000000002,0.2,1.0,1.0,3.73,5.117993812416755,0.411,0.978,60,2,10.555708408035265
U0002,P0172,0.5,0.7050000000000001,0.2,0.0,1.0,4.21,4.897839799950911,0.419,0.295,150,2,17.739548931082926
U0002,P0184,0.0,0.44299999999999995,0.2,1.0,1.0,4.2,5.517452896464707,0.367,0.557,90,2,5.531989019872955
U0002,P0187,0.5,0.8049999999999999,0.2,1.0,1.0,4.75,6.651571873589727,0.602,0.195,30,2,4.49687873032323
U0002,P0193,0.0,0.898,1.0,0.0,1.0,3.76,5.683579767338681,0.552,0.102,150,2,7.714949313824373
U0002,P0196,0.5,0.764,0.2,1.0,1.0,3.7,6.091309882077698,0.697,0.236,90,2,5.762762052218706
U0002,P0206,0.0,0.28200000000000003,0.2,1.0,1.0,4.42,4.1588830833596715,0.469,0.718,45,2,9.203074502536328
U0002,P0212,0.5,0.33699999999999997,1.0,1.0,1.0,3.99,6.666956792429207,0.86,0.663,90,2,13.342763908710456
U0002,P0238,0.0,0.133,1.0,1.0,1.0,4.84,5.204006687076795,0.479,0.867,45,2,9.473568313628983
U0002,P0248,0.5,0.43799999999999994,0.6,1.0,0.0,4.79,6.148468295917647,0.759,0.562,120,2,5.383641350066998
U0002,P0251,0.0,0.050000000000000044,0.2,1.0,0.0,4.52,7.791522819150732,1.0,0.95,45,2,13.403594482240667
U0002,P0252,0.5,0.651,0.6,1.0,1.0,3.47,6.175867270105761,0.566,0.349,150,2,10.887498932456257
U0002,P0254,0.0,0.17900000000000005,0.2,1.0,1.0,3.83,4.465908118654584,0.391,0.821,45,2,4.0175959550958025
U0002,P0260,0.5,0.28600000000000003,0.6,1.0,0.0,4.14,6.401917196727186,0.669,0.714,180,2,2.053766070189402
U0002,P0263,0.0,0.121,0.6,1.0,1.0,3.76,3.367295829986474,0.32,0.879,90,2,16.302082363488474
U0002,P0272,0.5,0.53,0.6,1.0,0.0,4.34,7.2305631534092925,1.0,0.47,30,2,7.278044398047265
U0002,P0275,0.5,0.11099999999999999,1.0,0.0,1.0,4.27,4.77912349311153,0.591,0.889,120,2,11.434169234570499
U0002,P0280,0.0,0.05900000000000005,0.6,0.0,0.0,4.28,4.997212273764115,0.537,0.941,120,2,11.300642189508563
U0002,P0281,0.5,0.22899999999999998,0.2,1.0,0.0,4.23,7.990576881743923,1.0,0.771,30,2,11.014902691180787
U0002,P0291,0.0,0.522,0.6,1.0,1.0,4.25,5.003946305945459,0.58,0.478,180,2,11.186454989254885
U0002,P0296,0.5,0.791,0.6,1.0,0.0,4.13,4.927253685157205,0.342,0.209,150,2,14.720474145097707
U0002,P0302,0.0,0.5660000000000001,0.6,1.0,0.0,4.49,7.126890808898808,1.0,0.434,90,2,4.447948895345784
U0002,P0303,0.0,0.513,0.6,1.0,0.0,4.29,7.752335163302292,1.0,0.487,150,2,2.257056558394605
U0002,P0307,0.5,0.8160000000000001,0.6,1.0,1.0,4.23,4.1588830833596715,0.352,0.184,180,2,7.261660071460011
U0002,P0317,0.5,0.898,1.0,1.0,0.0,4.03,4.990432586778736,0.512,0.102,120,2,15.440871072518132
U0002,P0318,0.0,0.399,0.6,0.0,1.0,3.64,3.5263605246161616,0.245,0.601,60,2,11.226764767563386
U0002,P0320,0.0,0.928,0.2,0.0,1.0,3.52,3.9512437185814275,0.257,0.072,30,2,3.792093581405273
U0002,P0324,0.0,0.31599999999999995,1.0,0.0,0.0,2.89,5.438079308923196,0.474,0.684,60,2,16.787003674399198
U0002,P0326,0.5,0.938,0.2,1.0,1.0,4.93,6.852242569051878,0.99,0.062,60,2,13.959673703429768
U0002,P0328,0.0,0.15700000000000003,0.6,0.0,1.0,5.0,5.572154032177765,0.438,0.843,180,2,5.491429988648982
U0002,P0330,0.5,0.795,0.2,1.0,0.0,4.19,5.327876168789581,0.598,0.205,45,2,10.868021363987028
U0002,P0332,0.5,0.04500000000000004,0.6,1.0,1.0,4.09,4.852030263919617,0.297,0.955,45,2,4.583426477641731
U0002,P0335,0.0,0.05500000000000005,0.6,0.0,1.0,2.91,6.810142450115136,0.759,0.945,45,2,4.816110872562755
U0002,P0338,0.5,0.05800000000000005,0.6,0.0,0.0,3.47,4.574710978503383,0.318,0.942,180,2,5.206975333964994
U0002,P0339,0.5,0.14800000000000002,0.6,1.0,1.0,3.6,7.602900462204755,1.0,0.852,30,2,3.969346097697988
U0002,P0345,0.0,0.644,0.6,1.0,1.0,4.42,6.035481432524756,0.502,0.356,150,2,10.57793780644491
U0002,P0346,0.0,0.405,0.6,1.0,1.0,3.94,6.891625897052253,0.71,0.595,150,2,8.939308545157616
U0002,P0351,0.5,0.45399999999999996,0.6,0.0,0.0,3.86,6.759255270663693,0.911,0.546,150,2,16.656498726150783
U0002,P0358,0.5,0.44999999999999996,0.6,1.0,1.0,4.08,6.824373670043086,0.828,0.55,45,2,7.369883326758551
U0002,P0359,0.0,0.77,0.6,1.0,0.0,4.15,5.683579767338681,0.385,0.23,180,2,7.546493319367315
U0002,P0361,0.5,0.10199999999999998,0.2,1.0,0.0,4.24,3.4657359027997265,0.315,0.898,120,2,9.713031641709987
U0002,P0367,0.0,0.484,0.6,1.0,0.0,4.28,3.4657359027997265,0.364,0.516,90,2,9.737453403809809
U0002,P0369,0.5,0.15100000000000002,0.6,0.0,1.0,4.22,6.679599185844383,0.722,0.849,180,2,10.61364654865405
U0002,P0371,0.0,0.839,0.6,1.0,1.0,3.27,3.970291913552122,0.261,0.161,30,2,5.0766898262818225
U0002,P0374,0.5,0.65,0.2,1.0,1.0,4.18,4.59511985013459,0.424,0.35,90,2,7.66613690999032
U0002,P0380,0.0,0.819,0.6,0.0,1.0,3.71,6.342121418721152,0.567,0.181,150,2,2.7282875962289475
U0002,P0388,0.5,0.41300000000000003,0.6,1.0,1.0,4.38,3.6375861597263857,0.236,0.587,120,2,12.691463238330778
U0002,P0390,0.5,0.9319999999999999,0.6,1.0,0.0,4.07,6.246106765481563,0.77,0.068,120,2,9.967606664405984
U0002,P0391,0.0,0.587,0.2,1.0,1.0,4.18,3.912023005428146,0.403,0.413,30,2,4.264993073088345
U0002,P0392,0.5,0.646,0.6,1.0,1.0,4.27,6.234410725718371,0.68,0.354,30,2,5.523707649887771
U0002,P0395,0.5,0.261,1.0,0.0,0.0,4.07,3.5263605246161616,0.234,0.739,150,2,10.989381411467397
U0002,P0399,0.0,0.45299999999999996,0.2,1.0,1.0,4.08,6.318968113746434,0.659,0.547,150,2,5.372438936139048
U0002,P0400,0.0,0.737,1.0,0.0,0.0,4.11,5.537334267018537,0.362,0.263,120,2,5.093618855620426
U0002,P0403,0.0,0.14300000000000002,0.2,1.0,1.0,3.9,5.1298987149230735,0.376,0.857,150,2,15.449367311628144
U0002,P0405,0.5,0.654,1.0,1.0,0.0,4.67,4.430816798843313,0.395,0.346,90,2,12.463645006762544
U0002,P0424,0.0,0.804,0.2,1.0,0.0,4.23,8.446556111816797,1.0,0.196,30,2,6.870132742091076
U0002,P0426,0.5,0.062000000000000055,0.6,1.0,1.0,3.82,4.836281906951478,0.263,0.938,120,2,13.862856067200392
U0002,P0427,0.0,0.599,1.0,1.0,0.0,3.81,6.927557906278317,0.653,0.401,45,2,4.584893675064836
U0002,P0438,0.5,0.554,1.0,1.0,0.0,4.09,7.653494909661253,1.0,0.446,45,2,14.151524996979052
U0002,P0441,0.0,0.5900000000000001,0.6,1.0,0.0,5.0,4.867534450455582,0.426,0.41,150,2,3.505846916222091
U0002,P0447,0.0,0.475,0.2,0.0,0.0,4.58,6.903747257584598,0.815,0.525,120,2,17.37534001636328
U0002,P0452,0.5,0.839,0.6,1.0,1.0,4.11,7.034387929915503,1.0,0.161,150,2,5.825534932405913
U0002,P0455,0.0,0.20599999999999996,0.6,1.0,0.0,4.39,8.096208271650037,1.0,0.794,150,2,8.563980154924927
U0002,P0462,0.0,0.44399999999999995,0.6,1.0,0.0,4.16,4.663439094112067,0.492,0.556,150,2,9.522383711206508
U0002,P0463,0.0,0.04500000000000004,0.6,1.0,0.0,4.64,3.6888794541139363,0.486,0.955,180,2,11.778420354950152
U0002,P0484,0.5,0.698,1.0,1.0,1.0,3.8,7.661527081358517,1.0,0.302,60,2,5.8938664318093235
U0002,P0488,0.0,0.22299999999999998,0.6,1.0,0.0,3.9,3.258096538021482,0.334,0.777,30,2,9.183822513031142
U0002,P0495,0.5,0.78,0.6,1.0,1.0,4.0,5.53338948872752,0.423,0.22,60,2,12.203639777493592
U0002,P0497,0.0,0.581,0.2,1.0,1.0,3.99,4.68213122712422,0.302,0.419,30,2,7.868685985814105
U0002,P0499,0.0,0.5,1.0,1.0,1.0,4.91,6.269096283706261,0.682,0.5,120,2,8.39459413612521
U0002,P0500,0.0,0.16100000000000003,0.6,1.0,0.0,3.84,6.18826412308259,0.439,0.839,180,2,6.98360604464631
U0003,P0013,0.5,0.0,0.2,1.0,1.0,3.86,5.634789603169249,0.339,0.532,120,4,5.408152599434933
U0003,P0018,0.5,0.0,0.6,1.0,0.0,4.47,4.04305126783455,0.482,0.204,60,4,24.19502185674954
U0003,P0021,0.5,0.0,0.6,1.0,0.0,4.43,5.707110264748875,0.484,0.335,30,4,18.689696929228074
U0003,P0024,0.5,0.0,0.6,1.0,0.0,3.89,6.769641976852503,0.648,0.177,150,4,16.588376967496803
U0003,P0025,0.0,0.0,0.2,1.0,1.0,4.25,3.4011973816621555,0.494,0.273,120,4,26.656568524867566
U0003,P0027,0.0,0.0,0.2,1.0,0.0,3.8,6.234410725718371,0.572,0.848,30,4,7.749434201683709
U0003,P0028,0.0,0.0,0.0,0.0,1.0,4.56,6.618738983517219,0.679,0.84,90,4,10.111400271924978
U0003,P0029,0.0,0.0,0.6,1.0,0.0,3.72,5.1298987149230735,0.331,0.257,30,4,22.89472385487225
U0003,P0042,0.5,0.0,0.0,0.0,1.0,4.77,4.882801922586371,0.316,0.243,120,4,3.200354861934061
U0003,P0044,0.5,0.0,1.0,0.0,1.0,4.51,5.8971538676367405,0.486,0.319,180,4,13.264389800192198
U0003,P0055,0.5,0.0,0.6,0.0,1.0,4.22,5.4116460518550396,0.467,0.663,45,4,27.07581493696147
U0003,P0059,0.0,0.0,0.6,1.0,1.0,4.08,4.110873864173311,0.254,0.625,60,4,15.859107223325777
U0003,P0061,0.5,0.0,0.2,1.0,1.0,4.46,4.418840607796598,0.566,0.148,180,4,20.42463094093273
U0003,P0070,0.0,0.0,0.0,0.0,0.0,4.47,4.02535169073515,0.424,0.13,30,4,23.3013709558936
U0003,P0073,0.5,1.0,0.6,1.0,0.0,4.22,6.439350371100098,0.572,0.563,45,4,1.0976486490744986
U0003,P0075,0.0,1.0,0.0,1.0,1.0,4.33,5.857933154483459,0.712,0.88,180,4,17.5803045198964
U0003,P0082,0.0,0.0,0.0,1.0,1.0,4.62,4.5217885770490405,0.401,0.831,180,4,19.961155565962464
U0003,P0085,0.5,0.0,0.6,1.0,0.0,3.99,4.605170185988092,0.419,0.631,90,4,10.099647550149042
U0003,P0088,0.5,0.0,1.0,1.0,0.0,4.22,6.493753839851686,0.689,0.944,60,4,23.01316577120255
U0003,P0101,0.5,0.0,1.0,1.0,0.0,4.26,6.173786103901937,0.432,0.519,120,4,23.27701574354932
U0003,P0103,0.5,0.0,0.0,1.0,0.0,3.48,4.382026634673881,0.292,0.671,180,4,23.818595638911606
